sentence,image_1,image_2,label_image1,label_image2
A father holds his child.,"[-0.7793322205543518, -0.30602550506591797, 0.4708852171897888, -0.27323606610298157, 0.13247710466384888, -0.4020426273345947, -0.26633405685424805, -0.38545486330986023, -0.033667318522930145, -0.3931336998939514, -1.1004260778427124, 0.18000437319278717, 1.042303204536438, -0.055340252816677094, 0.1350080817937851, 0.22494764626026154, 0.3173171579837799, 0.12906718254089355, 0.143119215965271, -0.021759390830993652, -0.6709403991699219, 0.1921507716178894, -0.09718479216098785, -0.04637298732995987, -0.1335744857788086, 0.24663510918617249, 0.7403135895729065, 0.2512243688106537, 0.23073992133140564, 0.07425359636545181, -0.41174763441085815, -0.6974132657051086, -0.36001044511795044, -0.19373616576194763, -0.7600717544555664, 0.36801278591156006, -1.3022985458374023, 0.32117781043052673, 0.29467442631721497, 0.3762455880641937]","[-0.21884766221046448, -0.5012031197547913, -0.5999698638916016, 0.17053116858005524, 0.06397957354784012, -0.7530261278152466, -0.2545434236526489, -0.5088737607002258, -0.2566697597503662, 0.20000949501991272, -0.04681679606437683, 0.11020523309707642, 0.724312424659729, -0.13778243958950043, 0.629666268825531, 0.5844608545303345, 0.5531954765319824, -0.477627158164978, -0.21156488358974457, -0.2808389365673065, -0.2936711311340332, 0.28776606917381287, -0.24500729143619537, 0.18530772626399994, 0.16345059871673584, 0.7575629353523254, 0.6688050627708435, 0.34680843353271484, -0.13832515478134155, 0.23355966806411743, 0.5000078082084656, -0.195621058344841, -0.07759906351566315, -0.15250036120414734, -0.42386603355407715, 0.4878700375556946, -0.3419189751148224, 0.9187037348747253, 0.5743412971496582, 0.3895707428455353]",0,1
A woman running along the shore.,"[-0.4862958490848541, -0.6965817809104919, -0.02071669138967991, 0.12910091876983643, 0.11815197020769119, -0.7561793327331543, 0.1491588056087494, -0.5084298849105835, 0.01692500151693821, 0.0027960725128650665, -0.31966012716293335, -0.13574931025505066, 0.5242406129837036, -0.40636494755744934, 0.08723856508731842, 0.21620196104049683, 0.31170985102653503, -0.11353157460689545, 0.00286940298974514, -0.10156989097595215, -0.46708810329437256, -0.008248617872595787, -0.3113274872303009, 0.26500773429870605, -0.32185640931129456, -0.10796579718589783, 0.23644524812698364, 0.3425699770450592, -0.38104283809661865, 0.028852617368102074, -0.34599754214286804, -0.24932549893856049, 0.22200411558151245, -0.16313394904136658, -0.3576611280441284, 0.44268566370010376, -0.444892555475235, 0.3039547801017761, -0.262195348739624, 0.0402262918651104]","[-0.46005383133888245, -0.6530652642250061, -0.015764402225613594, 0.04905593395233154, 0.3941788375377655, -0.7867808938026428, -0.10350769758224487, -0.23182396590709686, 0.15550486743450165, -0.3953392803668976, -0.37156742811203003, 0.04032319784164429, 0.540976345539093, -0.005395418033003807, -0.17982056736946106, 0.13079965114593506, 0.35686182975769043, -0.2880553603172302, -0.07382776588201523, -0.25376754999160767, -0.143112912774086, -0.11576962471008301, -0.04489937424659729, 0.5425001978874207, -0.3675207495689392, 0.05028361454606056, 0.3524504601955414, 0.16726602613925934, -0.44215309619903564, 0.22729180753231049, -0.22053296864032745, -0.34788474440574646, 0.1398858278989792, -0.20672768354415894, -0.09101255983114243, 0.6605338454246521, -0.22005236148834229, 0.39439788460731506, 0.0016170628368854523, 0.26505106687545776]",0,1
A boy runs on the beach.,"[-0.11959584802389145, -0.2837403118610382, 0.03114534355700016, 0.00898699276149273, 0.0657162144780159, -0.5069100856781006, 0.12375925481319427, -0.2952116131782532, -0.19833417236804962, -0.2951258420944214, -0.3790808916091919, -0.0292454082518816, 0.8864998817443848, 0.22150038182735443, 0.35922467708587646, 0.21070894598960876, 0.28634706139564514, 0.2918463349342346, -0.16658993065357208, -0.04241403937339783, -0.31290149688720703, 0.10615058243274689, -0.054739415645599365, -0.03812292218208313, -0.4775010943412781, -0.017248090356588364, -0.07744543254375458, -0.0698908194899559, -0.10544037073850632, 0.24471580982208252, -0.18207919597625732, -0.5625110864639282, -0.034823939204216, -0.3579004406929016, -0.15125419199466705, 0.6116439700126648, -0.38876402378082275, 0.33105894923210144, -0.031889963895082474, 0.12790542840957642]","[-0.8045499920845032, -0.42654430866241455, 0.0864899680018425, 0.2032419890165329, -0.12656965851783752, -0.2514925003051758, -0.17604105174541473, -0.7703975439071655, 0.2221909761428833, -0.5573544502258301, -0.619957685470581, 0.16148877143859863, 0.6605427265167236, -0.2795943021774292, 0.3150044083595276, 0.09616381675004959, 0.16856515407562256, -0.142587810754776, -0.29650548100471497, -0.16168691217899323, -0.4919271171092987, 0.0020035579800605774, 0.009454002603888512, 0.15489211678504944, 0.13835564255714417, 0.1745598018169403, 0.27822861075401306, 0.14663578569889069, -0.26356202363967896, 0.04761693626642227, -0.2514786124229431, -0.3926028311252594, -0.30146539211273193, -0.10221628099679947, -0.7100924849510193, 0.2692829668521881, -1.0064523220062256, 0.46523618698120117, -0.02016519382596016, 0.6810612082481384]",0,1
A woman is sitting at the park.,"[-0.6761754155158997, -0.20253510773181915, 0.10786429047584534, 0.20819881558418274, -0.5794703960418701, -0.26708662509918213, -0.29126131534576416, -0.08681078255176544, 0.030132541432976723, -0.09565123915672302, -0.5678221583366394, 0.6432892680168152, 0.3103245794773102, -0.04715266078710556, 0.24931596219539642, 0.2920243442058563, 0.2031141221523285, -0.4201614260673523, -0.410643994808197, -0.1478298008441925, -0.14388251304626465, 0.46791571378707886, 0.22004644572734833, 0.25347840785980225, -0.2690831422805786, -0.3664535880088806, 0.579576849937439, -0.27140578627586365, -0.02147030085325241, -0.5508579611778259, 0.45799365639686584, -0.3753567337989807, -0.4343411326408386, -0.00325053371489048, -0.3048599362373352, 0.36910176277160645, -1.0968824625015259, 0.3251068592071533, 0.45678064227104187, 0.3967389166355133]","[-0.5877130031585693, -0.3906124234199524, -0.09257547557353973, 0.2666798532009125, -0.5075809359550476, -0.040085501968860626, -0.28803181648254395, -0.16762098670005798, 0.19493918120861053, -0.02754926308989525, -0.08609780669212341, 0.49094927310943604, 0.32079368829727173, 0.12103454023599625, 0.22351834177970886, 0.2943744361400604, 0.24866217374801636, -0.43699830770492554, -0.1756681203842163, -0.13775493204593658, -0.24403135478496552, 0.30308088660240173, -0.09282949566841125, 0.3013245165348053, 0.008123204112052917, 0.062379609793424606, 1.1837894916534424, -0.0569448322057724, 0.17862248420715332, -0.3757396638393402, 0.41195160150527954, -0.21510398387908936, -0.504615306854248, -0.310039758682251, -0.4058007597923279, 0.232380673289299, -0.9433466196060181, 0.4085255265235901, 0.4974071681499481, 0.7301352024078369]",0,1
The may was lying on the beach.,"[-0.5739107728004456, -0.4916110038757324, 0.16560588777065277, 0.3331195116043091, -0.046432919800281525, -0.7964417934417725, 0.07718566060066223, -0.042614638805389404, -0.3496609032154083, 0.29171907901763916, -0.05129997432231903, 0.00560334138572216, 0.23732760548591614, 0.12535689771175385, 0.018164953216910362, 0.10857702791690826, 0.1613263040781021, -0.20960550010204315, -0.09803129732608795, -0.16439127922058105, -0.2616513669490814, 0.09284646064043045, -0.2993887960910797, 0.36083075404167175, -0.11318141222000122, 0.14594700932502747, 0.010743431746959686, -0.11834118515253067, -0.34860721230506897, -0.4639459550380707, -0.2420283555984497, 0.03403247147798538, 0.08006025850772858, -0.29621681571006775, -0.200619176030159, 0.34081876277923584, -0.7329134345054626, 0.5760597586631775, 0.1752961426973343, 0.37495681643486023]","[-0.39746585488319397, -0.32684606313705444, 0.25777924060821533, 0.4483487904071808, -0.27123141288757324, -0.6274102330207825, -0.3428516387939453, -0.5014684200286865, 0.42227980494499207, -0.5011851787567139, -0.42818188667297363, 0.04297998547554016, 0.3533911108970642, -0.06749662011861801, 0.7909603118896484, 0.636130154132843, -0.018705155700445175, -0.5172439217567444, 0.05083395540714264, -0.09767553210258484, -0.5952755212783813, 0.2375606894493103, -0.10139982402324677, 0.5611623525619507, 0.42015984654426575, 0.00652492418885231, 0.15089738368988037, 0.20661216974258423, -0.23087963461875916, 0.10830705612897873, -0.25606417655944824, -0.36339184641838074, -0.04799617826938629, 0.030640041455626488, -0.024872882291674614, 0.8401163220405579, -0.8906984925270081, 0.6515638828277588, 0.5327698588371277, 0.6123095750808716]",0,1
A woman runs in a forest.,"[-0.6116024851799011, -0.3897498846054077, 0.009142665192484856, -0.13157479465007782, -0.16347140073776245, -0.47684526443481445, 0.09556017816066742, -0.35196831822395325, 0.4214450716972351, -0.3426830470561981, -0.6299951672554016, 0.5529389381408691, 0.31168147921562195, -0.2602490782737732, 0.3375777006149292, 0.27471840381622314, 0.3041992783546448, -0.37360304594039917, -0.0865572839975357, 0.035914067178964615, -0.28004950284957886, 0.1897698938846588, -0.1389896273612976, 0.43004217743873596, -0.12981316447257996, -0.29553622007369995, 0.24001666903495789, -0.04247239977121353, 0.1286146342754364, -0.23685204982757568, 0.011653931811451912, -0.07702016085386276, -0.09540309011936188, -0.26774320006370544, -0.22881732881069183, 0.10551145672798157, -0.8942171335220337, 0.43250203132629395, 0.14430353045463562, 0.5615223050117493]","[-0.5993180274963379, -0.4631456434726715, -0.22482667863368988, -0.05927620828151703, -0.17552122473716736, -0.3039100766181946, 0.11722736060619354, -0.18134696781635284, 0.5263867378234863, -0.4990847408771515, -0.6435752511024475, 0.659697413444519, 0.2031862437725067, 0.08087597042322159, 0.12685447931289673, 0.1372796893119812, 0.4791021943092346, -0.42484837770462036, 0.2787938117980957, 0.15114900469779968, -0.08649124950170517, 0.32826507091522217, -0.09581658244132996, 0.5354306697845459, -0.40316882729530334, -0.24597740173339844, 0.6769111156463623, 0.06362109631299973, 0.20059466361999512, -0.3107987344264984, 0.06198982149362564, -0.4231177866458893, -0.04837481677532196, -0.16746214032173157, -0.29691487550735474, 0.3279399275779724, -1.2120554447174072, 0.4008524715900421, 0.016823027282953262, 0.3691173493862152]",0,1
A person runs down the road.,"[-0.6803174614906311, -0.8226736187934875, 0.06732319295406342, 0.15964660048484802, 0.26073116064071655, -0.5879323482513428, 0.23221629858016968, -0.4790707528591156, 0.4211672246456146, -0.46991315484046936, -0.6432969570159912, -0.07126408815383911, 0.35390976071357727, -0.3347468078136444, -0.18093658983707428, 0.5106726288795471, 0.40596991777420044, -0.49289220571517944, 0.06299834698438644, -0.12236599624156952, -0.411551296710968, 0.2644406855106354, -0.31812164187431335, 0.49990203976631165, -0.1679096519947052, -0.09020785987377167, 0.4990564286708832, 0.3056573271751404, -0.08045489341020584, 0.005578314885497093, -0.2447097897529602, -0.2827109694480896, -0.11416234076023102, -0.1505262851715088, -0.26121407747268677, 0.1915886402130127, -0.8204569816589355, 0.37838780879974365, 0.01133432611823082, 0.3489205241203308]","[-0.5909697413444519, -0.5494475960731506, -0.039382174611091614, -0.04583430290222168, -0.07686977088451385, 0.06191742420196533, 0.3149845004081726, -0.42945852875709534, 0.175649955868721, -0.2723653018474579, -0.5774937868118286, 0.3016817569732666, 0.5780619382858276, 0.26500561833381653, 0.5247478485107422, 0.36257126927375793, 0.27184826135635376, 0.008032828569412231, -0.2947923243045807, 0.023101776838302612, -0.21924282610416412, 0.10500279068946838, -0.07107524573802948, 0.19242806732654572, -0.13679563999176025, -0.5281909704208374, 0.5430037975311279, 0.20178936421871185, 0.5696903467178345, -0.11260329931974411, 0.1109982281923294, -0.1137031838297844, -0.12504683434963226, -0.4763635993003845, -0.5108467936515808, 0.2708984911441803, -0.9463452100753784, 0.41660991311073303, 0.1849927455186844, 0.3208160400390625]",0,1
Players run a play.,"[-0.65875244140625, -0.542887270450592, 0.02391289733350277, 0.16585370898246765, 0.39226189255714417, -0.6854132413864136, -0.1518896222114563, -0.38981595635414124, 0.32385385036468506, -0.16187897324562073, -0.48316484689712524, 0.39995741844177246, 0.34793969988822937, -0.022716334089636803, 0.31123751401901245, 0.32095375657081604, 0.5370602011680603, -0.8027380108833313, 0.2075253278017044, -0.06615018844604492, -0.2778473198413849, 0.402170330286026, 0.1528426855802536, 0.24776481091976166, -0.47794026136398315, 0.110817551612854, 0.8485650420188904, 0.12895624339580536, 0.0833563581109047, -0.3067430555820465, 0.11269654333591461, 0.3141546845436096, -0.4436105489730835, -0.05468183010816574, 0.12505584955215454, 0.3842613399028778, -1.296648383140564, 0.19671493768692017, -0.02143324539065361, 0.8900407552719116]","[-0.13778141140937805, 0.03536398708820343, -0.09699609875679016, -0.15943920612335205, 0.46079716086387634, 0.03633228689432144, -0.09948509931564331, 0.2138444483280182, 0.1168474331498146, -0.28424039483070374, 0.030862249433994293, 0.38147062063217163, 0.26148298382759094, -0.29538604617118835, 0.32021215558052063, 0.0384848415851593, 0.16622446477413177, -0.29312390089035034, -0.39596620202064514, -0.11243310570716858, -0.3591685891151428, -0.2296072542667389, 0.06644400954246521, 0.27114203572273254, 0.16362053155899048, 0.020558033138513565, 0.5700854659080505, -0.2066391557455063, -0.22232109308242798, 0.2527049481868744, 0.19371861219406128, 0.10403365641832352, -0.12060655653476715, -0.2223857343196869, -0.3073784112930298, 0.25918543338775635, -0.1364891231060028, -0.259785532951355, 0.1771448403596878, 0.5481595396995544]",0,1
A father holds his child.,"[-0.6780210137367249, -0.2869619131088257, -0.07774379849433899, 0.057868994772434235, 0.24494433403015137, -0.4082229435443878, -0.13718442618846893, -0.3608701229095459, -0.10409867018461227, 0.34799715876579285, -0.23277516663074493, 0.0948602631688118, 0.3340899348258972, 0.29742947220802307, 0.36521297693252563, 0.3448963165283203, 0.6335771679878235, 0.0204201340675354, -0.5251185297966003, -0.38101309537887573, -0.43324875831604004, 0.4182930886745453, -0.2981783151626587, -0.1406572312116623, -0.0008732303977012634, 0.0008703507483005524, 0.15430068969726562, 0.3136439621448517, 0.38450196385383606, 0.4878784120082855, 0.2485579252243042, -0.2920028865337372, -0.23247624933719635, -0.3423835039138794, -0.03704395145177841, 0.4297252595424652, -0.20582327246665955, 0.5518918633460999, 0.5028824210166931, 0.18611684441566467]","[-0.4250255823135376, -0.24202360212802887, -0.18485090136528015, 0.4540160298347473, -0.0786261335015297, -0.021767735481262207, 0.050507351756095886, -0.44321876764297485, 0.06301749497652054, 0.06637994945049286, -0.2598978281021118, 0.2436559647321701, 0.14692425727844238, -0.04484162479639053, 0.2807163596153259, 0.4052829444408417, 0.026886936277151108, -0.16323520243167877, -0.2088278979063034, 0.12750163674354553, -0.11333727091550827, 0.08432319015264511, -0.15767085552215576, 0.43988946080207825, -0.15698549151420593, 0.11376358568668365, 0.7949141263961792, 0.09813552349805832, 0.05586514621973038, -0.035735003650188446, -0.0034001898020505905, -0.043781884014606476, -0.07598249614238739, 0.002075476571917534, -0.4391040802001953, 0.24114397168159485, -0.6272678375244141, 0.20285047590732574, 0.31446602940559387, 0.6082201600074768]",0,1
A person holds hands with a young child.,"[-0.2705439031124115, -0.47289547324180603, 0.054730385541915894, 0.8245195150375366, 0.19114923477172852, -0.10532920807600021, -0.00813961774110794, -0.7372428774833679, -0.29474931955337524, -0.12314453721046448, -0.49131232500076294, 0.17094480991363525, 0.4170639216899872, 0.012164691463112831, 0.4418841004371643, 0.25639793276786804, 0.7661365866661072, 0.09171544760465622, -0.3490446209907532, -0.1193246990442276, -0.4177895784378052, 0.2667222023010254, 0.08771716058254242, 0.3137482702732086, -0.06430697441101074, 0.17405638098716736, 0.5728700757026672, 0.0867682695388794, 0.13694992661476135, 0.32441121339797974, 0.2953457236289978, -0.20356884598731995, -0.2584434151649475, -0.5866488814353943, -0.656699001789093, 0.15127775073051453, -0.6097421646118164, 0.21178029477596283, 0.4728148579597473, 0.15414096415042877]","[-0.442128449678421, -0.5668544173240662, 0.10807136446237564, 0.006971864029765129, -0.32967817783355713, -0.3459559977054596, 0.1994754672050476, -0.4715026915073395, -0.25058072805404663, 0.11504456400871277, -0.29663771390914917, -0.12976941466331482, 0.19423739612102509, 0.12007520347833633, 0.2548857033252716, 0.24316635727882385, 0.17661038041114807, -0.6155843138694763, -0.05262523889541626, -0.4143909811973572, -0.5229743719100952, 0.008723968639969826, -0.2612098753452301, 0.07635052502155304, 0.15009379386901855, -0.35883238911628723, 0.7421635389328003, 0.008713623508810997, 0.07954145222902298, 0.21552813053131104, 0.13422074913978577, 0.08945775777101517, 0.02012290060520172, -0.3273312449455261, -0.07139791548252106, 0.27470189332962036, -0.6404954791069031, -0.030954187735915184, 0.11438329517841339, 0.6233773827552795]",0,1
A child sits on the floor.,"[-0.3758656680583954, -0.3185603618621826, -0.1971912831068039, 0.6832746267318726, -0.24054858088493347, -0.1862667202949524, -0.027396783232688904, -0.3043053150177002, 0.422740638256073, -0.1783527135848999, -0.24209338426589966, 0.21024784445762634, -0.0027412911877036095, 0.012701043859124184, 0.4127151668071747, 0.19430992007255554, 0.1809322088956833, -0.4109649062156677, -0.08485640585422516, -0.04245036095380783, -0.09659866243600845, 0.1312350034713745, -0.021674158051609993, 0.5194442272186279, -0.15011972188949585, 0.04136206582188606, 0.8171733617782593, -0.085421621799469, 0.06649143993854523, -0.014135325327515602, -0.08244437724351883, -0.08235647529363632, 0.061715930700302124, -0.05876126140356064, -0.2789095640182495, 0.4088982343673706, -0.6944072246551514, 0.5354543328285217, 0.12867946922779083, 0.38943812251091003]","[-0.2884402275085449, -0.5853767395019531, -0.0643148273229599, 0.4696408808231354, -0.12649545073509216, -0.42055240273475647, 0.21660614013671875, -0.633155107498169, 0.012251565232872963, -0.3261472284793854, -0.24476595222949982, -0.1273249089717865, 0.4326152503490448, 0.028008053079247475, 0.07749146968126297, 0.39691361784935, 0.5159102082252502, -0.21812355518341064, -0.47003474831581116, -0.2739395201206207, -0.36304306983947754, 0.16431847214698792, -0.18267281353473663, 0.38159582018852234, -0.2008410394191742, 0.11439123749732971, -0.07001065462827682, 0.14977243542671204, -0.14544221758842468, 0.16218271851539612, -0.2470577359199524, -0.2690158188343048, 0.09380589425563812, -0.12154082953929901, -0.10192707180976868, 0.4683724641799927, -0.4874822795391083, 0.5055106282234192, 0.004098366945981979, 0.37794676423072815]",0,1
The girl sits on the sand.,"[-0.3567074239253998, -0.37838098406791687, 0.09274621307849884, 0.4806431531906128, 0.13295459747314453, -0.5258278846740723, -0.024084091186523438, -0.5908339619636536, -0.18408505618572235, -0.14088839292526245, -0.39696645736694336, 0.0525667667388916, 0.40222370624542236, 0.44840776920318604, 0.2796424925327301, 0.37510237097740173, 0.22375866770744324, 0.1348167061805725, -0.2218368500471115, -0.14888153970241547, -0.2319306582212448, 0.025821151211857796, -0.22715641558170319, 0.5198709964752197, -0.3406228721141815, 0.11615312099456787, -0.13692739605903625, 0.019270988181233406, 0.057988621294498444, 0.1189560517668724, -0.06867837905883789, -0.26388099789619446, -0.007182106375694275, -0.19544830918312073, -0.06163915991783142, 0.7976632714271545, -0.23287233710289001, 0.2131965607404709, -0.10580213367938995, 0.037180159240961075]","[-0.31919941306114197, -0.5761374831199646, -0.06085957586765289, 0.11571475863456726, 0.12228158861398697, -0.5805231928825378, 0.09360137581825256, -0.09094483405351639, -0.10272913426160812, -0.20753514766693115, -0.3428086042404175, -0.029733480885624886, 0.4549161195755005, 0.26230090856552124, 0.02862127684056759, 0.155593603849411, 0.2627516984939575, -0.03389250487089157, 0.023264890536665916, -0.06288585066795349, -0.07972706109285355, 0.2155536711215973, -0.05065971612930298, 0.24302154779434204, -0.41538840532302856, 0.13115724921226501, 0.24595659971237183, 0.16941867768764496, -0.06455989927053452, -0.009905094280838966, -0.028777269646525383, -0.2099217027425766, 0.13748468458652496, -0.38401302695274353, -0.2523968517780304, 0.5179964900016785, -0.5535640716552734, 0.43680042028427124, -0.06403623521327972, 0.06500214338302612]",0,1
The boy is jumping on the beach.,"[-0.5026168823242188, -0.629138708114624, -0.18738797307014465, 0.5169134140014648, -0.18651390075683594, -0.49154189229011536, -0.12285781651735306, -0.532062292098999, 0.11594904214143753, -0.3906385004520416, -0.46828508377075195, 0.3850286900997162, 0.4926571249961853, -0.22215767204761505, 0.3301451504230499, 0.2880401313304901, 0.2515100836753845, 0.02169206738471985, -0.18222634494304657, -0.22647704184055328, -0.2254200279712677, 0.33568379282951355, -0.028620900586247444, 0.3812759518623352, -0.1418156623840332, 0.21418622136116028, 0.46345821022987366, -0.014935174956917763, -0.23570746183395386, 0.16468310356140137, 0.11056162416934967, -0.16037754714488983, 0.05491483211517334, -0.2346445620059967, -0.45112842321395874, 0.6290904879570007, -0.7771282196044922, 0.445453017950058, 0.07262998819351196, 0.3020751178264618]","[-0.2581488788127899, -0.3387153148651123, -0.00044542737305164337, 0.48790839314460754, 0.29949477314949036, -0.4620096683502197, 0.1260668784379959, -0.5672504901885986, 0.20112861692905426, 0.010413508862257004, -0.2207244634628296, -0.20919668674468994, 0.7225781083106995, 0.13892461359500885, 0.2892736494541168, -0.0011845249682664871, 0.49691373109817505, 0.3232942223548889, -0.03764384984970093, -0.2514229118824005, -0.23188120126724243, -0.36932167410850525, -0.007457474246621132, 0.30671676993370056, -0.14809110760688782, 0.05268699303269386, 0.17723879218101501, 0.46701231598854065, 0.11611223220825195, 0.6043682098388672, -0.3998663127422333, -0.43751317262649536, 0.27303260564804077, -0.33016639947891235, -0.29418978095054626, 0.5555791854858398, -0.2509167194366455, 0.4429454207420349, -0.14658744633197784, 0.02774873748421669]",0,1
A man walks around the lake.,"[-0.4757918417453766, -0.6441742777824402, 0.1568097323179245, -0.02521415241062641, -0.3865370750427246, -0.35119736194610596, 0.09329506754875183, -0.38926365971565247, 0.2205609828233719, -0.04899131506681442, -0.4143410325050354, -0.06312793493270874, 0.15730586647987366, 0.016508469358086586, 0.008148325607180595, 0.44735342264175415, 0.415324330329895, -0.6383416056632996, -0.24435926973819733, 0.004614212550222874, -0.0009753461927175522, 0.06486260145902634, -0.015595288947224617, 0.04468299448490143, -0.15887746214866638, -0.4445295035839081, 0.38610634207725525, -0.008389579132199287, 0.08080324530601501, -0.28099188208580017, 0.0636826604604721, -0.251829594373703, -0.04852350056171417, -0.08036165684461594, -0.28867319226264954, 0.24609965085983276, -0.5181953310966492, 0.43560275435447693, 0.051968518644571304, 0.29099026322364807]","[-0.3079419434070587, -0.5511170029640198, -0.23672498762607574, 0.028797945007681847, 0.1455659568309784, -0.7653956413269043, -0.08094476908445358, -0.16914696991443634, 0.2945389151573181, -0.31084010004997253, -0.33504223823547363, 0.04532045125961304, 0.6994664072990417, -0.08263237029314041, 0.28647473454475403, 0.2220015525817871, 0.06482315063476562, 0.3220928907394409, -0.019736314192414284, 0.005552262999117374, -0.49981260299682617, 0.31041765213012695, -0.07980222254991531, 0.4512222111225128, -0.12874692678451538, 0.17074725031852722, 0.05423363298177719, 0.3467625081539154, -0.39368292689323425, 0.2488151490688324, 0.1019040197134018, -0.34464213252067566, -0.050843968987464905, -0.05248545855283737, -0.07313612848520279, 0.5631700158119202, -0.41523078083992004, 0.516040563583374, 0.137808695435524, -0.09922178089618683]",0,1
A kid goes for a walk in the forest.,"[-0.5280748605728149, -0.25401070713996887, -0.1788724809885025, -0.014014827087521553, -0.6379237174987793, -0.2917759120464325, -0.0991559699177742, -0.18144944310188293, 0.12321680039167404, -0.48297983407974243, -0.47352010011672974, 0.36485934257507324, 0.1309567391872406, 0.09955113381147385, 0.29231777787208557, 0.24625030159950256, 0.5762401819229126, -0.78617924451828, 0.10739882290363312, 0.07989458739757538, -0.38153886795043945, 0.36839041113853455, -0.23708786070346832, 0.20502395927906036, -0.2622670829296112, -0.4465367794036865, 0.5805556178092957, 0.06916165351867676, 0.06094880774617195, -0.12939830124378204, 0.3189755082130432, -0.37501078844070435, -0.3004422187805176, 0.12683889269828796, -0.1639389991760254, 0.09717267751693726, -1.2499535083770752, 0.3360097408294678, -0.01472971960902214, 0.3385049104690552]","[-0.45337167382240295, -0.3687104880809784, 0.14998255670070648, 0.13834361732006073, -0.1461227834224701, -0.3647196888923645, -0.1349654495716095, -0.3116641938686371, -0.07942260056734085, -0.02255265787243843, -0.6964116096496582, -0.05768873542547226, 0.23323895037174225, 0.06194499880075455, -0.0660330206155777, 0.30441996455192566, 0.4200688302516937, -0.4597400426864624, -0.03174764662981033, 0.055250540375709534, 0.03379220515489578, 0.0478145107626915, -0.07447291910648346, 0.23945970833301544, -0.20217251777648926, -0.4353754222393036, 0.5443068742752075, 0.18604426085948944, -0.1332245171070099, -0.22826100885868073, 0.15659847855567932, -0.16774164140224457, -0.05864079296588898, -0.036382295191287994, -0.10206170380115509, 0.39541661739349365, -0.6263259649276733, 0.18957972526550293, 0.14408762753009796, 0.5353670120239258]",0,1
A boy sits incorrectly in a chair.,"[-0.2594524919986725, -0.16799063980579376, 0.08806921541690826, -0.027466924861073494, 0.1877712905406952, -0.51744544506073, 0.3225254416465759, -0.14918513596057892, 0.13478900492191315, -0.22725513577461243, -0.2714853882789612, 0.07636795938014984, 0.02033000811934471, 0.25624409317970276, -0.04173005372285843, 0.10037606209516525, -0.2211274802684784, -0.33166229724884033, 0.06524723023176193, -0.1513168066740036, -0.6990978717803955, 0.09199679642915726, -0.012686120346188545, 0.2176440805196762, -0.37045323848724365, -0.3305306136608124, 0.7322314977645874, 0.232441708445549, 0.10929711908102036, 0.0909237340092659, 0.14171156287193298, -0.1820959746837616, 0.06916789710521698, -0.10615815967321396, -0.33454811573028564, 0.4148792028427124, -0.44794031977653503, 0.2493647187948227, 0.2516266405582428, 0.3914277255535126]","[-0.6139717698097229, -0.3127176761627197, -0.020454036071896553, -0.04634186625480652, 0.1852615773677826, -0.236432284116745, 0.0178469717502594, -0.10986451804637909, 0.12790369987487793, -0.08757399022579193, -0.03909892588853836, 0.07967095077037811, 0.1339760422706604, 0.03202918916940689, 0.30688637495040894, 0.24618935585021973, 0.1289413422346115, -0.18400539457798004, -0.1954279989004135, -0.12979908287525177, -0.2384978085756302, 0.1233532726764679, -0.0657530277967453, 0.41749677062034607, -0.06648917496204376, 0.31935808062553406, 0.7948616743087769, -0.1975947767496109, 0.2711624801158905, -0.05562291294336319, -0.2296588122844696, -0.1282973438501358, -0.06539206206798553, -0.24426612257957458, -0.30891090631484985, 0.304490327835083, -0.2316809594631195, 0.3588569760322571, 0.22247494757175446, 0.6326109170913696]",0,1
Children sit on a beach.,"[-0.1974395364522934, -0.6674597859382629, -0.09195507317781448, 0.12178079783916473, -0.24588674306869507, -0.4350912272930145, 0.18853242695331573, -0.41559407114982605, 0.035025693476200104, -0.2593798339366913, -0.18473567068576813, -0.009303154423832893, 0.2449800968170166, 0.228988379240036, 0.045319490134716034, 0.0819273516535759, 0.0604526661336422, -0.3764991760253906, -0.41541770100593567, 0.010127232410013676, -0.1254931539297104, 0.39451441168785095, -0.4822005331516266, 0.06878281384706497, 0.08054546266794205, 0.16690446436405182, 0.2635512948036194, 0.05126931518316269, -0.07725536078214645, -0.12538184225559235, -0.16701193153858185, -0.1935504972934723, -0.1728336662054062, -0.16027630865573883, -0.002136794850230217, 0.10739874839782715, -0.4208676218986511, 0.4590308964252472, -0.17681589722633362, 0.3495303690433502]","[-0.48736152052879333, -0.7336134314537048, -0.44207191467285156, 0.12032559514045715, -0.09062612801790237, -0.8777834177017212, 0.16510961949825287, -0.5823769569396973, -0.0046753790229558945, -0.10706634819507599, -0.6453965306282043, -0.26291194558143616, 0.047608666121959686, 0.024854013696312904, 0.05515504628419876, 0.4480542540550232, 0.3939266502857208, -0.3827800154685974, -0.03386925160884857, -0.01726439595222473, -0.10473080724477768, 0.29870834946632385, -0.17341339588165283, 0.18613289296627045, -0.08392029255628586, 0.030983004719018936, 0.3528629243373871, 0.3172137439250946, -0.2024272084236145, 0.3439534604549408, -0.31681519746780396, -0.40893563628196716, -0.2781175971031189, -0.08922577649354935, -0.10087413340806961, 0.46987444162368774, -0.26129937171936035, 0.23174507915973663, -0.29773059487342834, 0.22985383868217468]",0,1
